"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_or_topic","reason","dependency_note"
"SWOSUCOMSC1053ZacharyFall2026","7","7. Strings","7.6","7.6 LAB: Name format","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","7","7. Strings","7.7","7.7 LAB: Count characters","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","7","7. Strings","7.8","7.8 LAB: Mad Lib - loops","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","7","7. Strings","7.9","7.9 LAB: Palindrome","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","7","7. Strings","7.10","7.10 LAB: Remove all non-alpha characters","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.1","8.1 Lists","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.2","8.2 List methods","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.3","8.3 Iterating over a list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.4","8.4 List games","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.5","8.5 List nesting","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.6","8.6 List slicing","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.7","8.7 Loops modifying lists","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.8","8.8 List comprehensions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.9","8.9 Sorting lists","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.10","8.10 Command-line arguments","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.11","8.11 Additional practice: Engineering examples","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.12","8.12 Dictionaries","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.13","8.13 Dictionary methods","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.14","8.14 Iterating over a dictionary","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.15","8.15 Dictionary nesting","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.16","8.16 LAB: Varied amount of input data","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.17","8.17 LAB: Filter and sort a list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.18","8.18 LAB: Elements in a range","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.19","8.19 LAB: Contact list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.20","8.20 LAB: Car wash","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","8","8. Lists and Dictionaries","8.21","8.21 LAB: Check if list is sorted","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","Assumed COMSC-1033 prerequisite."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.1","9.1 Classes: Introduction","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.2","9.2 Classes: Grouping data","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.3","9.3 Instance methods","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.4","9.4 Class and instance object types","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.5","9.5 Class example: Seat reservation system","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.6","9.6 Class constructors","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.7","9.7 Class interfaces","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.8","9.8 Class customization","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.9","9.9 More operator overloading: Classes as numeric types","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.10","9.10 Memory allocation and garbage collection","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.11","9.11 LAB: Car value (classes)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.12","9.12 LAB: Nutritional information (classes/constructors)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.13","9.13 LAB: Artwork label (classes/constructors)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.14","9.14 LAB: Triangle area comparison (classes)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.15","9.15 LAB: Winning team (classes)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","9","9. Classes","9.16","9.16 LAB: Vending machine","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.1","10.1 Handling exceptions using try and except","KEEP","2-3","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.2","10.2 Multiple exception handlers","KEEP","2-3","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.3","10.3 Raising exceptions","KEEP","2-3","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.4","10.4 Exceptions with functions","KEEP","2-3","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.5","10.5 Using finally to clean up","KEEP","2-3","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.6","10.6 Custom exception types","KEEP","2-3","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.7","10.7 LAB: Fat-burning heart rate","OPTIONAL","2-3","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.8","10.8 LAB: Exception handling to detect input string vs. integer","OPTIONAL","2-3","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.9","10.9 LAB: Exceptions with lists","OPTIONAL","2-3","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.10","10.10 LAB: Simple integer division - multiple exception handlers","OPTIONAL","2-3","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.11","10.11 LAB: Step counter - exceptions","OPTIONAL","2-3","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","10","10. Exceptions","10.12","10.12 LAB: Student info not found - custom exception types","OPTIONAL","2-3","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.1","11.1 Modules","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.2","11.2 Finding modules","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.3","11.3 Importing specific names from a module","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.4","11.4 Executing modules as scripts","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.5","11.5 Reloading modules","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.6","11.6 Packages","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.7","11.7 Standard library","KEEP","4","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.8","11.8 LAB: Artwork label (modules)","OPTIONAL","4","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.9","11.9 LAB: Guess the random number","OPTIONAL","4","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.10","11.10 LAB: Quadratic formula","OPTIONAL","4","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.11","11.11 LAB: Unique random numbers (random module)","OPTIONAL","4","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.12","11.12 LAB: Dates","OPTIONAL","4","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","11","11. Modules","11.13","11.13 LAB: Radioactive decay","OPTIONAL","4","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.1","12.1 Reading files","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.2","12.2 Writing files","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.3","12.3 Interacting with file systems","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.4","12.4 Binary data","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.5","12.5 Command-line arguments and files","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.6","12.6 The ""with"" statement","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.7","12.7 Comma-separated values files","KEEP","5","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.8","12.8 LAB: Words in a range (lists)","OPTIONAL","5","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.9","12.9 LAB: Word frequencies (lists)","OPTIONAL","5","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.10","12.10 LAB: Sorting TV Shows (dictionaries and lists)","OPTIONAL","5","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.11","12.11 LAB: Course Grade","OPTIONAL","5","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.12","12.12 LAB: File name change","OPTIONAL","5","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","12","12. Files","12.13","12.13 LAB: Thesaurus","OPTIONAL","5","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.1","13.1 Derived classes","KEEP","7-8","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.2","13.2 Accessing base class attributes","KEEP","7-8","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.3","13.3 Overriding class methods","KEEP","7-8","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.4","13.4 Is-a versus has-a relationships","KEEP","7-8","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.5","13.5 Mixin classes and multiple inheritance","KEEP","7-8","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.6","13.6 Testing your code: The unittest module","KEEP","7-8","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.7","13.7 LAB: Pet information (derived classes)","OPTIONAL","7-8","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.8","13.8 LAB: Instrument information (derived classes)","OPTIONAL","7-8","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.9","13.9 LAB: Course information (derived classes)","OPTIONAL","7-8","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.10","13.10 LAB: Book information (overriding member methods)","OPTIONAL","7-8","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","13","13. Inheritance","13.11","13.11 LAB: Plant information","OPTIONAL","7-8","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.1","14.1 Recursive functions","KEEP","10-11","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.2","14.2 Recursive algorithm: Search","KEEP","10-11","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.3","14.3 Adding output statements for debugging","KEEP","10-11","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.4","14.4 Creating a recursive function","KEEP","10-11","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.5","14.5 Recursive math functions","KEEP","10-11","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.6","14.6 Recursive exploration of all possibilities","KEEP","10-11","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.7","14.7 LAB: Fibonacci sequence (recursion)","OPTIONAL","10-11","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.8","14.8 LAB: All permutations of names","OPTIONAL","10-11","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.9","14.9 LAB: Number pattern","OPTIONAL","10-11","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.10","14.10 LAB: Count the digits","OPTIONAL","10-11","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.11","14.11 LAB: Drawing a right side up triangle","OPTIONAL","10-11","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","14","14. Recursion","14.12","14.12 LAB: Output a linked list","OPTIONAL","10-11","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.1","15.1 NumPy","KEEP","12","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.2","15.2 pandas","KEEP","12","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.3","15.3 Matplotlib","KEEP","12","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.4","15.4 LAB: Average exam scores (NumPy arrays basic)","OPTIONAL","12","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.5","15.5 LAB: Curve student scores","OPTIONAL","12","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.6","15.6 LAB: Course grade statistics (pandas)","OPTIONAL","12","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.7","15.7 LAB: Flight status (line plot)","OPTIONAL","12","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.8","15.8 LAB: Broadway show scatter plot","OPTIONAL","12","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","15","15. Plotting","15.9","15.9 LAB: Broadway show multiple plots","OPTIONAL","12","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.1","16.1 Searching and algorithms","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.2","16.2 Binary search","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.3","16.3 O notation","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.4","16.4 Algorithm analysis","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.5","16.5 Sorting: Introduction","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.6","16.6 Selection sort","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.7","16.7 Insertion sort","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.8","16.8 Quicksort","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.9","16.9 Merge sort","KEEP","13","Required CS2 sequence; supports the established Coding Odyssey arc.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.10","16.10 LAB: Descending selection sort with output during execution","OPTIONAL","13","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.11","16.11 LAB: Sorting user IDs","OPTIONAL","13","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.12","16.12 LAB: Insertion sort","OPTIONAL","13","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.13","16.13 LAB: Merge sort","OPTIONAL","13","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","16","16. Searching and Sorting Algorithms","16.14","16.14 LAB: Binary Search","OPTIONAL","13","Reference, refresher, enrichment, or extra practice; not required for all students.","Build on CS1 functions, collections, and classes."
"SWOSUCOMSC1053ZacharyFall2026","17","17. Additional Material","17.1","17.1 String formatting using %","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","17","17. Additional Material","17.2","17.2 String formatting using format()","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","17","17. Additional Material","17.3","17.3 String formatting using dictionaries","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
